date,symbol,open,high,low,close,prev_close,volume
2024-05-07,BHARATCHEM,254.45,257.63,251.46,254.64,263.34,314844
2024-05-08,BHARATCHEM,258.86,260.46,257.22,258.82,254.64,131930
2024-05-09,BHARATCHEM,256.34,259.22,253.77,256.65,258.82,372695
2024-05-10,BHARATCHEM,261.95,268.48,255.62,262.14,256.65,522598
2024-05-13,BHARATCHEM,258.27,260.92,257.11,259.75,262.14,132727
2024-05-14,BHARATCHEM,264.89,267.96,260.74,263.79,259.75,353724
2024-05-15,BHARATCHEM,272.18,276.0,267.98,271.8,263.79,958840
2024-05-16,BHARATCHEM,270.61,277.43,263.58,270.39,271.8,850199
2024-05-17,BHARATCHEM,260.22,260.75,259.39,259.92,270.39,183875
2024-05-20,BHARATCHEM,263.59,266.81,260.11,263.32,259.92,703132
2024-05-21,BHARATCHEM,259.03,264.06,255.33,260.34,263.32,225399
2024-05-22,BHARATCHEM,263.97,266.44,261.16,263.62,260.34,153100
2024-05-23,BHARATCHEM,266.08,269.97,264.18,268.06,263.62,332056
2024-05-24,BHARATCHEM,260.02,264.05,255.23,259.25,268.06,549188
2024-05-27,BHARATCHEM,253.95,255.32,252.3,253.67,259.25,147709
2024-05-28,BHARATCHEM,258.26,260.14,257.29,259.17,253.67,275466
2024-05-29,BHARATCHEM,250.65,255.78,246.87,251.98,259.17,676284
2024-05-30,BHARATCHEM,252.17,254.2,251.04,253.07,251.98,714607
2024-05-31,BHARATCHEM,249.29,255.1,242.08,247.87,253.07,604703
2024-06-03,BHARATCHEM,252.23,254.11,251.36,253.23,247.87,534901
2024-06-04,BHARATCHEM,253.43,256.62,249.85,253.03,253.23,468345
2024-06-05,BHARATCHEM,256.81,261.24,251.51,255.93,253.03,597526
2024-06-06,BHARATCHEM,257.62,262.46,252.14,256.98,255.93,233587
2024-06-07,BHARATCHEM,252.71,258.47,247.29,253.03,256.98,449018
2024-06-10,BHARATCHEM,253.88,257.56,249.98,253.66,253.03,222696
2024-06-11,BHARATCHEM,256.31,257.82,254.2,255.7,253.66,424076
2024-06-12,BHARATCHEM,252.52,255.14,250.53,253.14,255.7,216851
2024-06-13,BHARATCHEM,252.1,253.93,250.12,251.95,253.14,278176
2024-06-14,BHARATCHEM,244.93,248.62,242.62,246.3,251.95,439936
2024-06-17,BHARATCHEM,242.46,243.97,241.07,242.57,246.3,66206
2024-06-18,BHARATCHEM,249.68,253.09,245.15,248.55,242.57,376513
2024-06-19,BHARATCHEM,239.27,240.13,238.14,239.01,248.55,878528
2024-06-20,BHARATCHEM,235.69,240.37,231.53,236.2,239.01,398110
2024-06-21,BHARATCHEM,235.04,239.78,230.06,234.8,236.2,600672
2024-06-24,BHARATCHEM,235.6,236.2,233.86,234.46,234.8,827511
2024-06-25,BHARATCHEM,240.97,242.64,237.29,238.95,234.46,349259
2024-06-26,BHARATCHEM,244.05,248.41,240.93,245.26,238.95,152813
2024-06-27,BHARATCHEM,241.27,243.83,238.12,240.67,245.26,172421
2024-06-28,BHARATCHEM,238.81,241.74,235.59,238.51,240.67,277373
2024-07-01,BHARATCHEM,246.92,250.4,244.13,247.6,238.51,134814
2024-07-02,BHARATCHEM,240.04,242.8,235.93,238.68,247.6,315968
2024-07-03,BHARATCHEM,240.81,242.62,237.43,239.23,238.68,384566
2024-07-04,BHARATCHEM,256.14,257.39,255.22,256.46,239.23,356904
2024-07-05,BHARATCHEM,251.64,253.53,249.17,251.06,256.46,124526
2024-07-08,BHARATCHEM,249.99,255.04,246.98,252.01,251.06,546953
2024-07-09,BHARATCHEM,257.17,259.43,254.56,256.82,252.01,183589
2024-07-10,BHARATCHEM,262.82,265.93,260.0,263.1,256.82,662370
2024-07-11,BHARATCHEM,263.15,265.87,261.0,263.72,263.1,228208
2024-07-12,BHARATCHEM,259.12,263.27,254.19,258.33,263.72,605901
2024-07-15,BHARATCHEM,272.85,276.03,269.51,272.68,258.33,222371
2024-07-16,BHARATCHEM,279.32,284.08,272.65,277.37,272.68,1027550
2024-07-17,BHARATCHEM,268.99,276.81,262.3,270.09,277.37,307654
2024-07-18,BHARATCHEM,273.01,275.35,271.05,273.39,270.09,321328
2024-07-19,BHARATCHEM,269.73,274.47,265.1,269.84,273.39,928493
2024-07-22,BHARATCHEM,257.63,264.44,252.82,259.6,269.84,564031
2024-07-23,BHARATCHEM,264.76,269.54,258.69,263.44,259.6,287217
2024-07-24,BHARATCHEM,271.31,274.73,267.23,270.65,263.44,341413
2024-07-25,BHARATCHEM,280.15,281.68,277.57,279.1,270.65,243449
2024-07-26,BHARATCHEM,274.49,279.54,269.38,274.43,279.1,526176
2024-07-29,BHARATCHEM,277.34,281.73,271.65,276.02,274.43,366793
2024-07-30,BHARATCHEM,270.16,273.43,265.75,269.0,276.02,250754
2024-07-31,BHARATCHEM,277.4,278.06,275.23,275.88,269.0,439834
2024-08-01,BHARATCHEM,271.51,274.91,269.35,272.74,275.88,1223238
2024-08-02,BHARATCHEM,262.25,263.94,259.85,261.53,272.74,245278
2024-08-05,BHARATCHEM,265.3,266.6,264.61,265.91,261.53,527922
2024-08-06,BHARATCHEM,263.02,265.92,260.88,263.78,265.91,296498
2024-08-07,BHARATCHEM,259.69,261.18,256.83,258.3,263.78,542792
2024-08-08,BHARATCHEM,261.54,264.78,257.47,260.69,258.3,183760
2024-08-09,BHARATCHEM,271.05,272.34,269.78,271.06,260.69,234694
2024-08-12,BHARATCHEM,274.87,280.21,269.2,274.53,271.06,375370
2024-08-13,BHARATCHEM,286.86,293.85,278.44,285.39,274.53,504910
2024-08-14,BHARATCHEM,283.08,284.9,280.97,282.79,285.39,182272
2024-08-15,BHARATCHEM,280.23,283.53,277.96,281.25,282.79,194211
2024-08-16,BHARATCHEM,283.04,289.4,274.98,281.31,281.25,389498
2024-08-19,BHARATCHEM,280.12,286.31,273.88,280.07,281.31,509902
2024-08-20,BHARATCHEM,271.62,277.36,267.01,272.73,280.07,343652
2024-08-21,BHARATCHEM,273.57,277.21,270.44,274.08,272.73,682828
2024-08-22,BHARATCHEM,274.52,278.96,272.31,276.73,274.08,345026
2024-08-23,BHARATCHEM,271.39,274.05,269.77,272.43,276.73,292208
2024-08-26,BHARATCHEM,289.95,290.7,289.24,289.99,272.43,301520
2024-08-27,BHARATCHEM,285.25,289.1,279.01,282.83,289.99,283339
2024-08-28,BHARATCHEM,283.16,286.53,279.91,283.27,282.83,1555794
2024-08-29,BHARATCHEM,284.35,286.6,283.74,285.99,283.27,391562
2024-08-30,BHARATCHEM,290.7,291.35,289.16,289.81,285.99,281060
2024-09-02,BHARATCHEM,286.66,290.34,284.28,287.95,289.81,193622
2024-09-03,BHARATCHEM,282.74,291.35,274.86,283.45,287.95,416784
2024-09-04,BHARATCHEM,277.52,281.63,275.37,279.47,283.45,425730
2024-09-05,BHARATCHEM,285.26,290.15,281.09,285.97,279.47,610626
2024-09-06,BHARATCHEM,287.96,293.69,281.59,287.31,285.97,247389
2024-09-09,BHARATCHEM,292.09,294.97,287.57,290.42,287.31,554920
2024-09-10,BHARATCHEM,278.24,283.46,272.81,278.02,290.42,245526
2024-09-11,BHARATCHEM,294.98,296.3,293.96,295.27,278.02,356936
2024-09-12,BHARATCHEM,303.17,306.64,298.13,301.59,295.27,406673
2024-09-13,BHARATCHEM,295.34,302.73,290.9,298.24,301.59,140181
2024-09-16,BHARATCHEM,294.76,296.32,292.34,293.9,298.24,417257
2024-09-17,BHARATCHEM,286.68,290.59,281.56,285.45,293.9,425923
2024-09-18,BHARATCHEM,286.74,291.76,280.31,285.3,285.45,112311
2024-09-19,BHARATCHEM,274.65,277.16,271.67,274.18,285.3,197317
2024-09-20,BHARATCHEM,284.31,287.28,280.34,283.3,274.18,429015
2024-09-23,BHARATCHEM,287.95,289.63,284.65,286.32,283.3,105643
2024-09-24,BHARATCHEM,287.97,292.42,281.54,285.97,286.32,328540
2024-09-25,BHARATCHEM,284.44,290.87,277.23,283.63,285.97,368592
2024-09-26,BHARATCHEM,284.9,286.4,282.49,284.0,283.63,522804
2024-09-27,BHARATCHEM,281.27,285.8,276.29,280.82,284.0,168731
2024-09-30,BHARATCHEM,284.88,288.18,281.43,284.73,280.82,345387
2024-10-01,BHARATCHEM,288.18,293.54,282.37,287.72,284.73,200622
2024-10-02,BHARATCHEM,292.52,297.95,285.89,291.31,287.72,128816
2024-10-03,BHARATCHEM,286.69,291.01,282.41,286.72,291.31,188353
2024-10-04,BHARATCHEM,287.6,289.38,286.3,288.08,286.72,380772
2024-10-07,BHARATCHEM,287.24,296.87,277.58,287.22,288.08,271799
2024-10-08,BHARATCHEM,281.57,282.63,280.03,281.09,287.22,300532
2024-10-09,BHARATCHEM,279.27,281.69,276.41,278.83,281.09,301407
2024-10-10,BHARATCHEM,278.34,281.41,274.94,278.01,278.83,165046
2024-10-11,BHARATCHEM,271.78,274.87,267.88,270.97,278.01,363476
2024-10-14,BHARATCHEM,270.14,270.91,269.25,270.02,270.97,357260
2024-10-15,BHARATCHEM,283.13,285.04,279.72,281.62,270.02,556133
2024-10-16,BHARATCHEM,278.19,284.07,274.13,279.98,281.62,585387
2024-10-17,BHARATCHEM,273.3,275.45,270.47,272.62,279.98,139558
2024-10-18,BHARATCHEM,273.41,277.12,269.75,273.45,272.62,408100
2024-10-21,BHARATCHEM,270.59,274.91,264.99,269.29,273.45,291184
2024-10-22,BHARATCHEM,266.49,271.7,260.7,265.9,269.29,145421
2024-10-23,BHARATCHEM,255.07,261.0,250.33,256.24,265.9,290741
2024-10-24,BHARATCHEM,255.25,259.18,252.63,256.55,256.24,180021
2024-10-25,BHARATCHEM,255.99,256.55,253.8,254.36,256.55,270205
2024-10-28,BHARATCHEM,256.25,257.96,254.69,256.4,254.36,104988
2024-10-29,BHARATCHEM,254.44,255.74,251.99,253.29,256.4,293042
2024-10-30,BHARATCHEM,251.18,253.7,249.81,252.33,253.29,120210
2024-10-31,BHARATCHEM,248.54,252.67,244.83,248.95,252.33,434105
2024-11-01,BHARATCHEM,248.42,254.72,241.91,248.21,248.95,324799
2024-11-04,BHARATCHEM,251.12,255.24,248.36,252.46,248.21,376173
2024-11-05,BHARATCHEM,249.19,250.58,247.73,249.12,252.46,265723
2024-11-06,BHARATCHEM,247.66,250.18,243.94,246.44,249.12,272235
2024-11-07,BHARATCHEM,235.72,240.29,231.32,235.88,246.44,783382
2024-11-08,BHARATCHEM,232.75,235.98,229.04,232.26,235.88,250688
2024-11-11,BHARATCHEM,232.03,233.39,231.16,232.52,232.26,230357
2024-11-12,BHARATCHEM,238.36,239.84,237.29,238.77,232.52,180901
2024-11-13,BHARATCHEM,245.83,249.31,241.05,244.51,238.77,336610
2024-11-14,BHARATCHEM,244.14,249.12,238.56,243.53,244.51,316993
2024-11-15,BHARATCHEM,236.48,242.53,230.65,236.7,243.53,372208
2024-11-18,BHARATCHEM,238.44,240.67,235.6,237.82,236.7,450280
2024-11-19,BHARATCHEM,229.86,232.03,228.68,230.84,237.82,330812
2024-11-20,BHARATCHEM,234.7,238.33,232.18,235.8,230.84,328188
2024-11-21,BHARATCHEM,238.83,245.36,233.43,239.93,235.8,141427
2024-11-22,BHARATCHEM,231.8,233.64,230.52,232.36,239.93,337488
2024-11-25,BHARATCHEM,231.62,232.6,231.15,232.13,232.36,563591
2024-11-26,BHARATCHEM,229.12,229.8,227.05,227.73,232.13,419411
2024-11-27,BHARATCHEM,223.64,225.59,222.21,224.15,227.73,238098
2024-11-28,BHARATCHEM,235.29,238.32,233.28,236.3,224.15,398698
2024-11-29,BHARATCHEM,238.45,243.04,235.46,240.04,236.3,200449
2024-12-02,BHARATCHEM,236.59,238.6,233.52,235.53,240.04,189613
2024-12-03,BHARATCHEM,240.75,243.39,237.77,240.41,235.53,141991
2024-12-04,BHARATCHEM,231.82,233.17,229.5,230.84,240.41,324651
2024-12-05,BHARATCHEM,239.68,240.97,238.84,240.13,230.84,314085
2024-12-06,BHARATCHEM,243.02,244.63,242.44,244.05,240.13,225800
2024-12-09,BHARATCHEM,234.97,236.67,234.24,235.93,244.05,451943
2024-12-10,BHARATCHEM,243.51,244.97,241.44,242.9,235.93,331842
2024-12-11,BHARATCHEM,243.37,245.45,241.0,243.07,242.9,223556
2024-12-12,BHARATCHEM,245.09,250.09,241.59,246.57,243.07,299891
2024-12-13,BHARATCHEM,249.12,253.13,245.28,249.28,246.57,208167
2024-12-16,BHARATCHEM,246.48,251.2,242.81,247.51,249.28,338352
2024-12-17,BHARATCHEM,255.55,256.49,254.52,255.46,247.51,482314
2024-12-18,BHARATCHEM,259.1,260.61,257.63,259.14,255.46,246306
2024-12-19,BHARATCHEM,265.69,266.37,264.32,264.99,259.14,220680
2024-12-20,BHARATCHEM,270.25,275.93,266.4,272.05,264.99,403914
2024-12-23,BHARATCHEM,275.73,279.02,272.46,275.75,272.05,255624
2024-12-24,BHARATCHEM,260.72,262.23,258.94,260.45,275.75,160182
2024-12-25,BHARATCHEM,261.99,264.08,260.51,262.6,260.45,244072
2024-12-26,BHARATCHEM,256.27,261.05,252.89,257.65,262.6,427826
2024-12-27,BHARATCHEM,255.58,261.6,249.41,255.43,257.65,314265
2024-01-01,COASTBANK,293.51,294.93,291.94,293.36,295.5,425294
2024-01-02,COASTBANK,298.28,303.69,290.72,296.08,293.36,619331
2024-01-03,COASTBANK,297.38,299.37,296.21,298.2,296.08,297216
2024-01-04,COASTBANK,296.01,297.58,293.99,295.56,298.2,152096
2024-01-05,COASTBANK,303.55,306.78,301.78,305.0,295.56,273899
2024-01-08,COASTBANK,307.38,308.52,306.22,307.36,305.0,300110
2024-01-09,COASTBANK,311.44,318.74,303.14,310.43,307.36,388242
2024-01-10,COASTBANK,306.87,312.85,299.97,305.93,310.43,213352
2024-01-11,COASTBANK,312.55,318.46,309.19,315.07,305.93,830830
2024-01-12,COASTBANK,321.99,324.47,319.84,322.31,315.07,365058
2024-01-15,COASTBANK,316.78,321.15,313.66,318.03,322.31,381075
2024-01-16,COASTBANK,314.7,318.94,311.4,315.62,318.03,453387
2024-01-17,COASTBANK,318.22,320.2,316.03,318.01,315.62,684602
2024-01-18,COASTBANK,321.36,324.24,319.52,322.39,318.01,393698
2024-01-19,COASTBANK,329.13,332.22,326.4,329.48,322.39,328257
2024-01-22,COASTBANK,337.77,339.74,335.75,337.73,329.48,266132
2024-01-23,COASTBANK,327.5,331.41,324.42,328.32,337.73,762559
2024-01-24,COASTBANK,328.26,338.21,319.71,329.64,328.32,423769
2024-01-25,COASTBANK,325.53,330.86,321.82,327.13,329.64,518414
2024-01-26,COASTBANK,324.58,327.66,323.48,326.56,327.13,315106
2024-01-29,COASTBANK,329.09,330.81,325.21,326.92,326.56,310469
2024-01-30,COASTBANK,324.4,327.26,322.13,324.99,326.92,178042
2024-01-31,COASTBANK,323.7,324.41,321.59,322.29,324.99,122206
2024-02-01,COASTBANK,331.98,338.5,328.49,334.98,322.29,199854
2024-02-02,COASTBANK,335.64,346.6,327.33,338.22,334.98,404785
2024-02-05,COASTBANK,354.44,358.09,347.03,350.64,338.22,281480
2024-02-06,COASTBANK,348.94,356.51,342.54,350.08,350.64,139929
2024-02-07,COASTBANK,343.78,350.02,337.49,343.72,350.08,380619
2024-02-08,COASTBANK,344.16,349.6,338.23,343.66,343.72,483565
2024-02-09,COASTBANK,356.42,359.02,351.85,354.43,343.66,272326
2024-02-12,COASTBANK,363.32,365.07,359.6,361.34,354.43,189941
2024-02-13,COASTBANK,357.37,360.74,353.21,356.57,361.34,389936
2024-02-14,COASTBANK,355.16,357.32,352.17,354.33,356.57,837449
2024-02-15,COASTBANK,361.29,365.08,354.92,358.68,354.33,170085
2024-02-16,COASTBANK,353.23,355.79,350.18,352.74,358.68,279090
2024-02-19,COASTBANK,359.44,365.75,353.01,359.33,352.74,299327
2024-02-20,COASTBANK,348.27,350.52,344.26,346.5,359.33,244505
2024-02-21,COASTBANK,331.52,332.28,329.97,330.72,346.5,546096
2024-02-22,COASTBANK,348.86,355.0,342.2,348.33,330.72,296703
2024-02-23,COASTBANK,362.01,364.71,357.68,360.37,348.33,494944
2024-02-26,COASTBANK,358.21,361.32,355.68,358.79,360.37,455037
2024-02-27,COASTBANK,366.35,367.12,363.23,363.99,358.79,473315
2024-02-28,COASTBANK,363.6,367.94,360.25,364.58,363.99,385862
2024-02-29,COASTBANK,372.75,380.58,364.77,372.6,364.58,217959
2024-03-01,COASTBANK,367.42,372.73,361.33,366.63,372.6,309280
2024-03-04,COASTBANK,367.33,370.25,364.65,367.58,366.63,602768
2024-03-05,COASTBANK,378.03,381.97,374.67,378.61,367.58,249405
2024-03-06,COASTBANK,367.68,370.49,363.84,366.64,378.61,251529
2024-03-07,COASTBANK,354.15,356.62,350.15,352.61,366.64,945380
2024-03-08,COASTBANK,357.02,365.67,351.2,359.81,352.61,824498
2024-03-11,COASTBANK,358.9,364.5,353.69,359.28,359.81,235275
2024-03-12,COASTBANK,355.33,358.7,350.61,353.98,359.28,472937
2024-03-13,COASTBANK,353.43,360.2,347.87,354.62,353.98,219710
2024-03-14,COASTBANK,354.75,360.11,349.64,354.99,354.62,506945
2024-03-15,COASTBANK,365.63,374.35,356.58,365.29,354.99,590660
2024-03-18,COASTBANK,358.03,360.31,355.63,357.91,365.29,1568051
2024-03-19,COASTBANK,365.2,369.22,358.76,362.75,357.91,188975
2024-03-20,COASTBANK,362.51,364.68,361.03,363.19,362.75,54203
2024-03-21,COASTBANK,372.25,374.22,371.17,373.14,363.19,244739
2024-03-22,COASTBANK,364.56,369.83,361.15,366.4,373.14,380298
2024-03-25,COASTBANK,363.28,374.5,355.11,366.25,366.4,301026
2024-03-26,COASTBANK,375.22,379.57,368.2,372.52,366.25,478992
2024-03-27,COASTBANK,374.83,379.25,370.26,374.68,372.52,234779
2024-03-28,COASTBANK,375.02,382.58,369.15,376.68,374.68,220921
2024-03-29,COASTBANK,367.3,369.46,366.13,368.28,376.68,424759
2024-04-01,COASTBANK,361.2,366.69,357.92,363.4,368.28,335396
2024-04-02,COASTBANK,357.58,360.91,354.44,357.76,363.4,502286
2024-04-03,COASTBANK,366.84,375.99,361.86,370.96,357.76,1033492
2024-04-04,COASTBANK,362.73,368.2,357.39,362.85,370.96,219783
2024-04-05,COASTBANK,357.36,363.81,349.18,355.6,362.85,606135
2024-04-08,COASTBANK,365.0,374.39,356.57,365.94,355.6,372810
2024-04-09,COASTBANK,376.83,380.18,375.31,378.66,365.94,193131
2024-04-10,COASTBANK,363.9,367.0,361.41,364.5,378.66,484880
2024-04-11,COASTBANK,358.14,360.71,356.57,359.13,364.5,178397
2024-04-12,COASTBANK,348.58,356.78,340.57,348.77,359.13,286412
2024-04-15,COASTBANK,348.27,351.53,345.33,348.59,348.77,397788
2024-04-16,COASTBANK,345.32,350.22,341.02,345.92,348.59,440095
2024-04-17,COASTBANK,361.33,362.61,359.08,360.35,345.92,315493
2024-04-18,COASTBANK,356.68,359.12,354.01,356.44,360.35,487356
2024-04-19,COASTBANK,343.65,349.51,341.14,346.98,356.44,299728
2024-04-22,COASTBANK,330.95,334.64,325.9,329.57,346.98,221665
2024-04-23,COASTBANK,324.72,327.65,321.11,324.03,329.57,318471
2024-04-24,COASTBANK,321.65,326.27,317.72,322.34,324.03,363144
2024-04-25,COASTBANK,326.17,330.7,322.24,326.76,322.34,400348
2024-04-26,COASTBANK,338.46,340.56,335.76,337.86,326.76,554993
2024-04-29,COASTBANK,353.55,355.7,350.14,352.29,337.86,337579
2024-04-30,COASTBANK,362.96,365.38,360.33,362.74,352.29,507405
2024-05-01,COASTBANK,366.38,373.05,358.82,365.48,362.74,245064
2024-05-02,COASTBANK,370.18,374.36,366.56,370.74,365.48,211537
2024-05-03,COASTBANK,364.88,365.85,362.77,363.74,370.74,98093
2024-05-06,COASTBANK,365.88,367.64,363.27,365.03,363.74,257351
2024-05-07,COASTBANK,372.22,375.66,367.19,370.62,365.03,316955
2024-05-08,COASTBANK,361.28,366.5,356.29,361.52,370.62,193957
2024-05-09,COASTBANK,360.02,364.54,355.49,360.01,361.52,57726
2024-05-10,COASTBANK,355.36,361.98,352.07,358.66,360.01,268891
2024-05-13,COASTBANK,350.01,351.54,346.51,348.04,358.66,295391
2024-05-14,COASTBANK,355.72,363.19,347.87,355.33,348.04,369132
2024-05-15,COASTBANK,369.2,372.39,363.25,366.42,355.33,1125752
2024-05-16,COASTBANK,365.87,367.36,361.82,363.3,366.42,430258
2024-05-17,COASTBANK,363.37,368.2,357.67,362.49,363.3,518269
2024-05-20,COASTBANK,345.11,351.05,339.49,345.43,362.49,505616
2024-05-21,COASTBANK,341.41,344.87,339.34,342.79,345.43,439844
2024-05-22,COASTBANK,346.36,353.32,341.07,348.0,342.79,187196
2024-05-23,COASTBANK,349.07,354.01,342.89,347.81,348.0,621805
2024-05-24,COASTBANK,344.04,346.77,341.08,343.81,347.81,171003
2024-05-27,COASTBANK,341.77,343.89,340.26,342.38,343.81,127273
2024-05-28,COASTBANK,330.87,335.66,327.24,332.02,342.38,303283
2024-05-29,COASTBANK,325.09,328.84,320.04,323.78,332.02,323861
2024-05-30,COASTBANK,307.8,309.48,305.44,307.13,323.78,387785
2024-05-31,COASTBANK,318.07,320.48,314.31,316.7,307.13,332497
2024-06-03,COASTBANK,329.42,333.92,321.2,325.65,316.7,490441
2024-06-04,COASTBANK,329.43,333.83,325.1,329.5,325.65,372885
2024-06-05,COASTBANK,340.14,347.91,334.17,341.91,329.5,667136
2024-06-06,COASTBANK,353.57,360.68,345.52,352.6,341.91,195415
2024-06-07,COASTBANK,356.2,357.35,355.06,356.2,352.6,379488
2024-06-10,COASTBANK,362.17,365.66,358.18,361.67,356.2,144778
2024-06-11,COASTBANK,368.22,373.7,361.62,367.08,361.67,183754
2024-06-12,COASTBANK,359.59,366.62,355.16,362.16,367.08,574728
2024-06-13,COASTBANK,353.6,359.84,347.3,353.53,362.16,188402
2024-06-14,COASTBANK,354.23,356.26,351.22,353.25,353.53,307974
2024-06-17,COASTBANK,358.94,360.72,356.82,358.6,353.25,470195
2024-06-18,COASTBANK,364.35,366.85,362.76,365.26,358.6,200735
2024-06-19,COASTBANK,373.46,380.12,367.64,374.29,365.26,615946
2024-06-20,COASTBANK,372.34,380.64,364.98,373.26,374.29,344390
2024-06-21,COASTBANK,368.45,375.34,361.04,367.92,373.26,394750
2024-06-24,COASTBANK,360.71,369.76,353.22,362.24,367.92,798646
2024-06-25,COASTBANK,349.92,354.35,346.83,351.26,362.24,678696
2024-06-26,COASTBANK,336.29,340.23,334.09,338.01,351.26,767887
2024-06-27,COASTBANK,334.08,339.01,329.6,334.52,338.01,287821
2024-06-28,COASTBANK,332.04,334.79,328.8,331.54,334.52,398869
2024-07-01,COASTBANK,328.12,331.02,324.15,327.04,331.54,557477
2024-07-02,COASTBANK,317.55,319.85,314.7,316.99,327.04,355982
2024-07-03,COASTBANK,314.38,317.17,310.8,313.59,316.99,243236
2024-07-04,COASTBANK,314.38,319.21,307.0,311.78,313.59,843307
2024-07-05,COASTBANK,318.36,321.58,317.56,320.77,311.78,260051
2024-07-08,COASTBANK,319.37,321.94,317.83,320.39,320.77,300625
2024-07-09,COASTBANK,331.06,333.32,330.2,332.45,320.39,445660
2024-07-10,COASTBANK,346.35,350.69,341.44,345.78,332.45,785716
2024-07-11,COASTBANK,344.6,346.54,342.32,344.26,345.78,904293
2024-07-12,COASTBANK,339.7,340.85,338.41,339.56,344.26,365346
2024-07-15,COASTBANK,344.72,346.93,344.0,346.2,339.56,289495
2024-07-16,COASTBANK,350.7,354.93,347.15,351.38,346.2,505846
2024-07-17,COASTBANK,349.91,351.41,349.09,350.59,351.38,341369
2024-07-18,COASTBANK,338.29,347.33,331.31,340.31,350.59,470044
2024-07-19,COASTBANK,340.99,349.87,332.53,341.39,340.31,399618
2024-07-22,COASTBANK,350.82,357.23,346.08,352.47,341.39,958791
2024-07-23,COASTBANK,357.1,360.53,353.45,356.89,352.47,455527
2024-07-24,COASTBANK,360.96,364.17,358.44,361.64,356.89,535532
2024-07-25,COASTBANK,359.52,361.09,355.54,357.1,361.64,124659
2024-07-26,COASTBANK,351.36,353.7,348.65,350.99,357.1,908421
2024-07-29,COASTBANK,346.58,352.85,342.27,348.51,350.99,399810
2024-07-30,COASTBANK,352.85,356.68,349.84,353.66,348.51,284439
2024-07-31,COASTBANK,377.0,382.02,372.65,377.65,353.66,1376911
2024-08-01,COASTBANK,386.83,392.08,384.06,389.29,377.65,259817
2024-08-02,COASTBANK,381.55,392.85,374.62,385.84,389.29,539108
2024-08-05,COASTBANK,388.77,392.84,382.86,386.91,385.84,311500
2024-08-06,COASTBANK,393.21,398.4,387.66,392.85,386.91,378246
2024-08-07,COASTBANK,404.05,418.13,392.58,406.58,392.85,126343
2024-08-08,COASTBANK,402.39,406.21,401.11,404.93,406.58,789041
2024-08-09,COASTBANK,389.51,391.95,388.69,391.13,404.93,209360
2024-08-12,COASTBANK,403.55,405.59,401.1,403.14,391.13,349859
2024-08-13,COASTBANK,406.78,410.56,401.85,405.62,403.14,747488
2024-08-14,COASTBANK,407.32,410.65,403.47,406.8,405.62,449283
2024-08-15,COASTBANK,398.22,399.16,397.17,398.1,406.8,232805
2024-08-16,COASTBANK,404.48,406.19,402.49,404.2,398.1,225703
2024-08-19,COASTBANK,403.74,413.02,396.91,406.14,404.2,120489
2024-08-20,COASTBANK,399.93,401.98,397.94,399.98,406.14,139282
2024-08-21,COASTBANK,389.42,394.13,384.96,389.66,399.98,329134
2024-08-22,COASTBANK,377.81,378.89,375.34,376.42,389.66,192672
2024-08-23,COASTBANK,382.85,387.32,376.62,381.07,376.42,466886
2024-08-26,COASTBANK,385.32,388.48,384.17,387.33,381.07,303498
2024-08-27,COASTBANK,392.13,395.08,385.75,388.68,387.33,437901
2024-08-28,COASTBANK,376.44,381.97,371.45,376.97,388.68,479299
2024-08-29,COASTBANK,370.19,375.57,365.02,370.4,376.97,349085
2024-08-30,COASTBANK,370.96,375.23,365.35,369.59,370.4,286049
2024-09-02,COASTBANK,356.33,360.46,353.53,357.66,369.59,77313
2024-09-03,COASTBANK,335.51,339.75,333.05,337.28,357.66,769979
2024-09-04,COASTBANK,336.48,343.14,330.31,336.96,337.28,845559
2024-09-05,COASTBANK,332.72,335.0,329.51,331.78,336.96,531951
2024-09-06,COASTBANK,315.69,317.29,313.96,315.55,331.78,368737
2024-09-09,COASTBANK,319.21,322.22,317.7,320.71,315.55,230768
2024-09-10,COASTBANK,333.81,334.84,332.36,333.38,320.71,306232
2024-09-11,COASTBANK,334.65,337.72,331.22,334.3,333.38,1667534
2024-09-12,COASTBANK,333.13,334.23,331.92,333.02,334.3,292894
2024-09-13,COASTBANK,326.99,327.66,325.95,326.61,333.02,436045
2024-09-16,COASTBANK,324.67,329.69,320.97,325.97,326.61,327621
2024-09-17,COASTBANK,330.06,332.3,325.62,327.84,325.97,190142
2024-09-18,COASTBANK,320.12,324.29,317.77,321.92,327.84,319874
2024-09-19,COASTBANK,313.29,319.32,307.64,313.67,321.92,276294
2024-09-20,COASTBANK,301.74,305.66,298.07,301.98,313.67,300619
2024-09-23,COASTBANK,314.12,318.0,309.01,312.88,301.98,468877
2024-09-24,COASTBANK,304.58,305.96,302.99,304.37,312.88,178312
2024-09-25,COASTBANK,313.3,318.5,306.65,311.83,304.37,434652
2024-09-26,COASTBANK,313.38,316.23,311.5,314.34,311.83,335256
2024-09-27,COASTBANK,298.33,302.16,295.13,298.95,314.34,217590
2024-09-30,COASTBANK,294.63,301.06,290.33,296.72,298.95,222975
2024-10-01,COASTBANK,290.57,295.14,285.94,290.51,296.72,459952
2024-10-02,COASTBANK,291.36,294.79,290.36,293.78,290.51,448126
2024-10-03,COASTBANK,283.01,291.44,275.05,283.47,293.78,313309
