SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
ALPHAINFRA,EQ,85.07,85.52,84.22,84.67,84.67,83.38,602762,51116226.81,21-OCT-2024,3355,INE37018701011
ALPHAINFRA,EQ,83.74,84.15,82.88,83.28,83.28,84.67,274990,22944248.97,22-OCT-2024,1534,INE37018701011
ALPHAINFRA,EQ,82.5,82.68,82.3,82.48,82.48,83.28,150503,12414490.79,23-OCT-2024,843,INE37018701011
ALPHAINFRA,EQ,82.46,83.74,81.56,82.85,82.85,82.48,170781,14126435.05,24-OCT-2024,955,INE37018701011
ALPHAINFRA,EQ,82.52,84.8,80.89,83.16,83.16,82.85,116123,9632402.85,25-OCT-2024,652,INE37018701011
ALPHAINFRA,EQ,83.03,83.9,82.09,82.96,82.96,83.16,244703,20306270.62,28-OCT-2024,1366,INE37018701011
ALPHAINFRA,EQ,85.72,86.42,85.24,85.94,85.94,82.96,114506,9832248.53,29-OCT-2024,643,INE37018701011
ALPHAINFRA,EQ,87.9,88.32,87.37,87.79,87.79,85.94,279811,24574867.43,30-OCT-2024,1561,INE37018701011
ALPHAINFRA,EQ,87.55,88.14,86.93,87.52,87.52,87.79,380121,33271991.13,31-OCT-2024,2118,INE37018701011
ALPHAINFRA,EQ,86.98,87.78,86.02,86.81,86.81,87.52,471802,40985439.74,01-NOV-2024,2628,INE37018701011
ALPHAINFRA,EQ,87.3,87.6,86.88,87.19,87.19,86.81,193822,16905800.91,04-NOV-2024,1083,INE37018701011
ALPHAINFRA,EQ,87.95,88.61,87.2,87.86,87.86,87.19,353364,31057161.96,05-NOV-2024,1970,INE37018701011
ALPHAINFRA,EQ,85.62,86.98,84.51,85.88,85.88,87.86,173451,14880361.29,06-NOV-2024,970,INE37018701011
ALPHAINFRA,EQ,82.39,83.14,82.05,82.8,82.8,85.88,219868,18175021.77,07-NOV-2024,1228,INE37018701011
ALPHAINFRA,EQ,80.62,81.19,80.16,80.73,80.73,82.8,358192,28903706.45,08-NOV-2024,1996,INE37018701011
ALPHAINFRA,EQ,79.63,80.88,78.79,80.04,80.04,80.73,479101,38281766.9,11-NOV-2024,2668,INE37018701011
ALPHAINFRA,EQ,78.48,80.33,76.65,78.5,78.5,80.04,130065,10209235.4,12-NOV-2024,729,INE37018701011
ALPHAINFRA,EQ,79.88,81.08,78.33,79.53,79.53,78.5,72903,5806480.94,13-NOV-2024,412,INE37018701011
ALPHAINFRA,EQ,80.06,81.09,78.53,79.56,79.56,79.53,187237,14927781.89,14-NOV-2024,1047,INE37018701011
ALPHAINFRA,EQ,79.4,80.79,78.61,80.0,80.0,79.56,160544,12811411.2,15-NOV-2024,898,INE37018701011
ALPHAINFRA,EQ,78.51,79.08,77.73,78.29,78.29,80.0,204655,16038130.17,18-NOV-2024,1143,INE37018701011
ALPHAINFRA,EQ,78.65,78.94,78.24,78.54,78.54,78.29,192383,15116173.59,19-NOV-2024,1075,INE37018701011
ALPHAINFRA,EQ,78.11,78.85,77.47,78.21,78.21,78.54,317678,24835007.11,20-NOV-2024,1771,INE37018701011
ALPHAINFRA,EQ,78.62,79.31,78.31,79.0,79.0,78.21,208922,16478374.55,21-NOV-2024,1167,INE37018701011
ALPHAINFRA,EQ,78.58,79.3,77.59,78.32,78.32,79.0,195420,15321579.4,22-NOV-2024,1092,INE37018701011
ALPHAINFRA,EQ,76.64,77.25,76.39,77.01,77.01,78.32,324448,24944643.73,25-NOV-2024,1809,INE37018701011
ALPHAINFRA,EQ,78.07,79.17,77.34,78.45,78.45,77.01,55729,4364695.28,26-NOV-2024,316,INE37018701011
ALPHAINFRA,EQ,79.12,79.86,78.03,78.76,78.76,78.45,180332,14225189.27,27-NOV-2024,1008,INE37018701011
ALPHAINFRA,EQ,79.51,80.49,78.29,79.27,79.27,78.76,195089,15480312.15,28-NOV-2024,1090,INE37018701011
ALPHAINFRA,EQ,80.33,81.04,79.55,80.26,80.26,79.27,139662,11212530.9,29-NOV-2024,782,INE37018701011
ALPHAINFRA,EQ,78.5,80.03,77.21,78.74,78.74,80.26,207014,16283721.24,02-DEC-2024,1157,INE37018701011
ALPHAINFRA,EQ,81.06,83.63,77.51,80.04,80.04,78.74,114843,9232611.58,03-DEC-2024,645,INE37018701011
ALPHAINFRA,EQ,81.65,82.85,80.07,81.27,81.27,80.04,189247,15404074.98,04-DEC-2024,1058,INE37018701011
ALPHAINFRA,EQ,82.39,84.24,80.16,82.0,82.0,81.27,241455,19831504.0,05-DEC-2024,1348,INE37018701011
ALPHAINFRA,EQ,80.09,80.3,79.68,79.9,79.9,82.0,164318,13138867.28,06-DEC-2024,919,INE37018701011
ALPHAINFRA,EQ,81.72,82.0,80.88,81.16,81.16,79.9,231441,18826953.88,09-DEC-2024,1292,INE37018701011
ALPHAINFRA,EQ,81.05,81.72,80.79,81.46,81.46,81.16,487311,39629754.89,10-DEC-2024,2714,INE37018701011
ALPHAINFRA,EQ,81.38,82.33,80.79,81.74,81.74,81.46,200082,16330692.84,11-DEC-2024,1118,INE37018701011
ALPHAINFRA,EQ,83.17,84.27,81.72,82.82,82.82,81.74,235231,19509275.04,12-DEC-2024,1313,INE37018701011
ALPHAINFRA,EQ,82.85,83.46,81.91,82.52,82.52,82.82,268372,22175578.36,13-DEC-2024,1497,INE37018701011
ALPHAINFRA,EQ,84.2,84.79,83.78,84.37,84.37,82.52,59836,5044972.61,16-DEC-2024,339,INE37018701011
ALPHAINFRA,EQ,84.41,86.32,82.95,84.86,84.86,84.37,333788,28275181.48,17-DEC-2024,1861,INE37018701011
ALPHAINFRA,EQ,84.78,86.35,82.49,84.04,84.04,84.86,349961,29499379.23,18-DEC-2024,1951,INE37018701011
ALPHAINFRA,EQ,83.16,84.46,81.26,82.54,82.54,84.04,150018,12414489.56,19-DEC-2024,840,INE37018701011
ALPHAINFRA,EQ,81.29,81.9,80.6,81.21,81.21,82.54,376898,30617937.19,20-DEC-2024,2100,INE37018701011
ALPHAINFRA,EQ,81.92,82.27,81.27,81.62,81.62,81.21,230406,18828778.32,23-DEC-2024,1287,INE37018701011
ALPHAINFRA,EQ,80.04,80.56,79.11,79.62,79.62,81.62,698679,55728965.97,24-DEC-2024,3888,INE37018701011
ALPHAINFRA,EQ,79.68,81.23,78.42,79.96,79.96,79.62,110524,8827551.88,25-DEC-2024,621,INE37018701011
ALPHAINFRA,EQ,79.86,80.51,79.59,80.24,80.24,79.96,483903,38767082.34,26-DEC-2024,2695,INE37018701011
ALPHAINFRA,EQ,83.09,83.44,82.71,83.06,83.06,80.24,272625,22646958.75,27-DEC-2024,1521,INE37018701011
BHARATCHEM,EQ,212.13,214.16,209.07,211.1,211.1,211.97,302004,63856732.44,01-JAN-2024,1684,INE25214401011
BHARATCHEM,EQ,217.8,219.13,216.0,217.33,217.33,211.1,261373,56845142.53,02-JAN-2024,1459,INE25214401011
BHARATCHEM,EQ,221.08,225.09,216.96,220.97,220.97,217.33,85550,18907120.33,03-JAN-2024,482,INE25214401011
BHARATCHEM,EQ,212.48,215.46,209.63,212.6,212.6,220.97,285724,60734445.85,04-JAN-2024,1594,INE25214401011
BHARATCHEM,EQ,219.1,223.84,214.87,219.6,219.6,212.6,411799,90363799.9,05-JAN-2024,2294,INE25214401011
BHARATCHEM,EQ,215.91,218.73,212.71,215.52,215.52,219.6,488823,105416309.36,08-JAN-2024,2722,INE25214401011
BHARATCHEM,EQ,222.86,226.37,218.92,222.43,222.43,215.52,294365,65517799.27,09-JAN-2024,1642,INE25214401011
BHARATCHEM,EQ,216.83,218.55,215.71,217.42,217.42,222.43,116094,25218712.64,10-JAN-2024,651,INE25214401011
BHARATCHEM,EQ,222.96,225.35,220.55,222.94,222.94,217.42,286860,63954480.8,11-JAN-2024,1600,INE25214401011
BHARATCHEM,EQ,229.77,232.3,227.61,230.14,230.14,222.94,374322,86100298.7,12-JAN-2024,2086,INE25214401011
BHARATCHEM,EQ,232.34,233.35,229.52,230.53,230.53,230.14,278345,64334807.67,15-JAN-2024,1553,INE25214401011
BHARATCHEM,EQ,228.86,230.89,226.42,228.44,228.44,230.53,917442,209711950.5,16-JAN-2024,5103,INE25214401011
BHARATCHEM,EQ,219.44,227.47,212.68,220.68,220.68,228.44,250069,55084365.76,17-JAN-2024,1396,INE25214401011
BHARATCHEM,EQ,215.97,219.7,211.23,214.95,214.95,220.68,285730,61515764.13,18-JAN-2024,1594,INE25214401011
BHARATCHEM,EQ,213.12,217.11,207.97,211.94,211.94,214.95,635600,134963304.0,19-JAN-2024,3538,INE25214401011
BHARATCHEM,EQ,208.75,209.21,207.33,207.79,207.79,211.94,436200,90777582.0,22-JAN-2024,2430,INE25214401011
BHARATCHEM,EQ,209.84,214.22,205.51,209.88,209.88,207.79,499559,104842447.33,23-JAN-2024,2782,INE25214401011
BHARATCHEM,EQ,208.83,211.75,206.59,209.5,209.5,209.88,162290,33964051.2,24-JAN-2024,908,INE25214401011
BHARATCHEM,EQ,211.47,212.08,210.65,211.25,211.25,209.5,349426,73843031.83,25-JAN-2024,1948,INE25214401011
BHARATCHEM,EQ,216.85,219.05,212.93,215.11,215.11,211.25,222336,47957134.08,26-JAN-2024,1242,INE25214401011
BHARATCHEM,EQ,218.93,219.79,217.54,218.41,218.41,215.11,495671,108343767.18,29-JAN-2024,2760,INE25214401011
BHARATCHEM,EQ,219.22,221.34,216.81,218.92,218.92,218.41,499234,109343894.79,30-JAN-2024,2780,INE25214401011
BHARATCHEM,EQ,224.52,225.01,222.96,223.44,223.44,218.92,250789,56127414.16,31-JAN-2024,1400,INE25214401011
BHARATCHEM,EQ,224.08,225.11,222.3,223.33,223.33,223.44,341189,76283036.62,01-FEB-2024,1902,INE25214401011
BHARATCHEM,EQ,231.2,234.48,226.85,230.13,230.13,223.33,171325,39488128.17,02-FEB-2024,958,INE25214401011
BHARATCHEM,EQ,225.08,228.8,222.49,226.19,226.19,230.13,234708,53003325.28,05-FEB-2024,1310,INE25214401011
BHARATCHEM,EQ,218.9,220.91,217.98,219.98,219.98,226.19,484391,106383566.06,06-FEB-2024,2698,INE25214401011
BHARATCHEM,EQ,219.93,224.09,216.72,220.87,220.87,219.98,123691,27281286.96,07-FEB-2024,694,INE25214401011
BHARATCHEM,EQ,219.92,220.96,219.0,220.04,220.04,220.87,642970,141453400.0,08-FEB-2024,3579,INE25214401011
BHARATCHEM,EQ,224.58,226.19,222.47,224.08,224.08,220.04,336609,75483446.22,09-FEB-2024,1877,INE25214401011
BHARATCHEM,EQ,234.43,237.17,230.59,233.32,233.32,224.08,153547,35882910.25,12-FEB-2024,860,INE25214401011
BHARATCHEM,EQ,233.45,234.77,232.22,233.54,233.54,233.32,304638,71136019.38,13-FEB-2024,1699,INE25214401011
BHARATCHEM,EQ,247.12,250.13,244.13,247.14,247.14,233.54,204847,50624521.93,14-FEB-2024,1145,INE25214401011
BHARATCHEM,EQ,256.72,261.93,250.56,255.74,255.74,247.14,380125,97341142.92,15-FEB-2024,2118,INE25214401011
BHARATCHEM,EQ,256.36,258.35,254.41,256.4,256.4,255.74,1068662,273990687.97,16-FEB-2024,5944,INE25214401011
BHARATCHEM,EQ,261.34,264.21,259.27,262.14,262.14,256.4,174937,45811335.31,19-FEB-2024,978,INE25214401011
BHARATCHEM,EQ,257.17,258.03,255.72,256.58,256.58,262.14,469796,120632650.89,20-FEB-2024,2616,INE25214401011
BHARATCHEM,EQ,248.68,250.66,244.78,246.75,246.75,256.58,194094,48018208.62,21-FEB-2024,1085,INE25214401011
BHARATCHEM,EQ,246.88,252.36,241.0,246.47,246.47,246.75,199492,49196722.12,22-FEB-2024,1115,INE25214401011
BHARATCHEM,EQ,246.19,248.56,242.09,244.45,244.45,246.47,403640,98905254.67,23-FEB-2024,2249,INE25214401011
BHARATCHEM,EQ,255.64,259.62,250.42,254.38,254.38,244.45,248807,63397682.31,26-FEB-2024,1389,INE25214401011
BHARATCHEM,EQ,256.36,258.15,255.51,257.3,257.3,254.38,138189,35512730.48,27-FEB-2024,774,INE25214401011
BHARATCHEM,EQ,259.04,261.66,255.05,257.65,257.65,257.3,428476,110598225.12,28-FEB-2024,2387,INE25214401011
BHARATCHEM,EQ,259.98,264.22,256.92,261.14,261.14,257.65,146358,38164312.08,29-FEB-2024,820,INE25214401011
BHARATCHEM,EQ,260.06,262.37,257.04,259.34,259.34,261.14,330664,85834863.33,01-MAR-2024,1844,INE25214401011
BHARATCHEM,EQ,257.96,262.8,252.38,257.21,257.21,259.34,236253,60826484.89,04-MAR-2024,1319,INE25214401011
BHARATCHEM,EQ,257.1,260.68,253.4,256.98,256.98,257.21,195947,50362297.94,05-MAR-2024,1095,INE25214401011
BHARATCHEM,EQ,259.49,263.82,255.81,260.13,260.13,256.98,517889,134609708.88,06-MAR-2024,2884,INE25214401011
BHARATCHEM,EQ,264.44,266.48,261.57,263.6,263.6,260.13,196690,51903212.83,07-MAR-2024,1099,INE25214401011
BHARATCHEM,EQ,272.49,273.37,267.84,268.71,268.71,263.6,567149,153115106.03,08-MAR-2024,3157,INE25214401011
BHARATCHEM,EQ,271.12,275.26,267.37,271.51,271.51,268.71,411312,111621850.56,11-MAR-2024,2292,INE25214401011
BHARATCHEM,EQ,265.35,274.09,256.8,265.54,265.54,271.51,271972,72202219.99,12-MAR-2024,1517,INE25214401011
BHARATCHEM,EQ,272.7,274.95,271.33,273.57,273.57,265.54,136788,37381880.6,13-MAR-2024,766,INE25214401011
BHARATCHEM,EQ,274.85,276.74,273.64,275.52,275.52,273.57,250377,68928788.1,14-MAR-2024,1397,INE25214401011
BHARATCHEM,EQ,275.3,277.08,271.98,273.75,273.75,275.52,246568,67626205.36,15-MAR-2024,1376,INE25214401011
BHARATCHEM,EQ,271.74,272.76,270.51,271.53,271.53,273.75,477639,129726752.4,18-MAR-2024,2660,INE25214401011
BHARATCHEM,EQ,269.16,272.66,264.07,267.55,267.55,271.53,332216,89064894.83,19-MAR-2024,1852,INE25214401011
BHARATCHEM,EQ,267.49,270.57,265.4,268.47,268.47,267.55,555622,148988187.23,20-MAR-2024,3093,INE25214401011
BHARATCHEM,EQ,274.09,275.89,270.63,272.41,272.41,268.47,258526,70571565.73,21-MAR-2024,1443,INE25214401011
BHARATCHEM,EQ,271.21,272.31,267.51,268.6,268.6,272.41,162987,43920650.18,22-MAR-2024,912,INE25214401011
BHARATCHEM,EQ,273.52,275.59,271.91,273.99,273.99,268.6,139269,38136030.27,25-MAR-2024,780,INE25214401011
BHARATCHEM,EQ,281.29,290.06,275.25,283.97,283.97,273.99,573360,162314393.6,26-MAR-2024,3192,INE25214401011
BHARATCHEM,EQ,274.99,278.68,270.49,274.17,274.17,283.97,1117906,306805575.35,27-MAR-2024,6217,INE25214401011
BHARATCHEM,EQ,274.4,280.06,268.04,273.68,273.68,274.17,287840,78847051.73,28-MAR-2024,1606,INE25214401011
BHARATCHEM,EQ,275.45,278.75,272.09,275.39,275.39,273.68,482050,132761390.5,29-MAR-2024,2685,INE25214401011
BHARATCHEM,EQ,283.52,286.93,279.63,283.04,283.04,275.39,347999,98553316.8,01-APR-2024,1940,INE25214401011
BHARATCHEM,EQ,278.82,280.29,277.5,278.98,278.98,283.04,629546,175595068.81,02-APR-2024,3504,INE25214401011
BHARATCHEM,EQ,287.68,292.01,285.36,289.68,289.68,278.98,213777,61785115.95,03-APR-2024,1194,INE25214401011
BHARATCHEM,EQ,294.15,295.22,291.92,292.98,292.98,289.68,257347,75498747.21,04-APR-2024,1436,INE25214401011
BHARATCHEM,EQ,304.24,307.34,301.81,304.91,304.91,292.98,367139,111862358.11,05-APR-2024,2046,INE25214401011
BHARATCHEM,EQ,288.26,291.85,285.46,289.04,289.04,304.91,302764,87433197.13,08-APR-2024,1689,INE25214401011
BHARATCHEM,EQ,281.08,282.73,279.95,281.6,281.6,289.04,483671,136117917.29,09-APR-2024,2694,INE25214401011
BHARATCHEM,EQ,280.01,283.21,277.17,280.37,280.37,281.6,363949,101996707.25,10-APR-2024,2028,INE25214401011
BHARATCHEM,EQ,273.91,276.89,270.43,273.4,273.4,280.37,279911,76576185.31,11-APR-2024,1562,INE25214401011
BHARATCHEM,EQ,275.88,278.42,273.8,276.33,276.33,273.4,202484,55922706.07,12-APR-2024,1131,INE25214401011
BHARATCHEM,EQ,269.9,274.87,265.05,270.02,270.02,276.33,320762,86599324.76,15-APR-2024,1789,INE25214401011
BHARATCHEM,EQ,263.05,263.81,261.64,262.4,262.4,270.02,299170,78567028.17,16-APR-2024,1669,INE25214401011
BHARATCHEM,EQ,258.66,265.36,253.85,260.52,260.52,262.4,440245,114424077.95,17-APR-2024,2452,INE25214401011
BHARATCHEM,EQ,260.45,261.63,258.42,259.6,259.6,260.52,138371,35960316.72,18-APR-2024,775,INE25214401011
BHARATCHEM,EQ,258.32,263.05,253.13,257.85,257.85,259.6,449905,116079989.05,19-APR-2024,2506,INE25214401011
BHARATCHEM,EQ,262.32,265.03,260.57,263.27,263.27,257.85,116138,30539261.35,22-APR-2024,652,INE25214401011
BHARATCHEM,EQ,254.66,260.82,249.43,255.57,255.57,263.27,460379,117522481.93,23-APR-2024,2564,INE25214401011
BHARATCHEM,EQ,256.68,259.41,254.44,257.17,257.17,255.57,213036,54751672.24,24-APR-2024,1190,INE25214401011
BHARATCHEM,EQ,263.46,266.58,259.15,262.25,262.25,257.17,192376,50529480.16,25-APR-2024,1075,INE25214401011
BHARATCHEM,EQ,262.84,264.52,261.92,263.6,263.6,262.25,561226,147796996.35,26-APR-2024,3124,INE25214401011
BHARATCHEM,EQ,262.71,266.16,259.3,262.75,262.75,263.6,724667,190396592.02,29-APR-2024,4032,INE25214401011
BHARATCHEM,EQ,263.05,264.22,261.22,262.38,262.38,262.75,474460,124596359.07,30-APR-2024,2642,INE25214401011
BHARATCHEM,EQ,263.02,263.9,262.39,263.27,263.27,262.38,199964,52627858.61,01-MAY-2024,1117,INE25214401011
BHARATCHEM,EQ,260.75,261.5,260.22,260.97,260.97,263.27,237083,61854164.42,02-MAY-2024,1324,INE25214401011
BHARATCHEM,EQ,268.4,270.88,264.71,267.18,267.18,260.97,352013,94195158.67,03-MAY-2024,1962,INE25214401011
BHARATCHEM,EQ,262.16,267.28,258.24,263.34,263.34,267.18,319191,83932337.42,06-MAY-2024,1780,INE25214401011
BHARATCHEM,EQ,254.45,257.63,251.46,254.64,254.64,263.34,314844,80151936.04,07-MAY-2024,1756,INE25214401011
BHARATCHEM,EQ,258.86,260.46,257.22,258.82,258.82,254.64,131930,34147881.67,08-MAY-2024,739,INE25214401011
BHARATCHEM,EQ,256.34,259.22,253.77,256.65,256.65,258.82,372695,95613659.93,09-MAY-2024,2077,INE25214401011
BHARATCHEM,EQ,261.95,268.48,255.62,262.14,262.14,256.65,522598,136962483.84,10-MAY-2024,2910,INE25214401011
BHARATCHEM,EQ,258.27,260.92,257.11,259.75,259.75,262.14,132727,34410802.02,13-MAY-2024,744,INE25214401011
BHARATCHEM,EQ,264.89,267.96,260.74,263.79,263.79,259.75,353724,93440910.92,14-MAY-2024,1972,INE25214401011
BHARATCHEM,EQ,272.18,276.0,267.98,271.8,271.8,263.79,958840,260734165.07,15-MAY-2024,5333,INE25214401011
BHARATCHEM,EQ,270.61,277.43,263.58,270.39,270.39,271.8,850199,229950489.53,16-MAY-2024,4730,INE25214401011
BHARATCHEM,EQ,260.22,260.75,259.39,259.92,259.92,270.39,183875,47811177.5,17-MAY-2024,1028,INE25214401011
BHARATCHEM,EQ,263.59,266.81,260.11,263.32,263.32,259.92,703132,185214343.89,20-MAY-2024,3913,INE25214401011
BHARATCHEM,EQ,259.03,264.06,255.33,260.34,260.34,263.32,225399,58583454.09,21-MAY-2024,1259,INE25214401011
BHARATCHEM,EQ,263.97,266.44,261.16,263.62,263.62,260.34,153100,40378594.0,22-MAY-2024,857,INE25214401011
BHARATCHEM,EQ,266.08,269.97,264.18,268.06,268.06,263.62,332056,88792881.25,23-MAY-2024,1851,INE25214401011
BHARATCHEM,EQ,260.02,264.05,255.23,259.25,259.25,268.06,549188,142519777.88,24-MAY-2024,3058,INE25214401011
BHARATCHEM,EQ,253.95,255.32,252.3,253.67,253.67,259.25,147709,37483128.2,27-MAY-2024,827,INE25214401011
BHARATCHEM,EQ,258.26,260.14,257.29,259.17,259.17,253.67,275466,71308965.2,28-MAY-2024,1537,INE25214401011
BHARATCHEM,EQ,250.65,255.78,246.87,251.98,251.98,259.17,676284,170114731.64,29-MAY-2024,3764,INE25214401011
BHARATCHEM,EQ,252.17,254.2,251.04,253.07,253.07,251.98,714607,180631211.39,30-MAY-2024,3977,INE25214401011
BHARATCHEM,EQ,249.29,255.1,242.08,247.87,247.87,253.07,604703,150177990.05,31-MAY-2024,3366,INE25214401011
BHARATCHEM,EQ,252.23,254.11,251.36,253.23,253.23,247.87,534901,135276462.9,03-JUN-2024,2978,INE25214401011
BHARATCHEM,EQ,253.43,256.62,249.85,253.03,253.03,253.23,468345,118569342.5,04-JUN-2024,2608,INE25214401011
BHARATCHEM,EQ,256.81,261.24,251.51,255.93,255.93,253.03,597526,153102095.23,05-JUN-2024,3326,INE25214401011
BHARATCHEM,EQ,257.62,262.46,252.14,256.98,256.98,255.93,233587,60077019.15,06-JUN-2024,1304,INE25214401011
BHARATCHEM,EQ,252.71,258.47,247.29,253.03,253.03,256.98,449018,113570122.74,07-JUN-2024,2501,INE25214401011
BHARATCHEM,EQ,253.88,257.56,249.98,253.66,253.66,253.03,222696,56505398.4,10-JUN-2024,1244,INE25214401011
BHARATCHEM,EQ,256.31,257.82,254.2,255.7,255.7,253.66,424076,108523875.57,11-JUN-2024,2362,INE25214401011
BHARATCHEM,EQ,252.52,255.14,250.53,253.14,253.14,255.7,216851,54849569.1,12-JUN-2024,1211,INE25214401011
BHARATCHEM,EQ,252.1,253.93,250.12,251.95,251.95,253.14,278176,70100352.0,13-JUN-2024,1552,INE25214401011
BHARATCHEM,EQ,244.93,248.62,242.62,246.3,246.3,251.95,439936,108156799.15,14-JUN-2024,2451,INE25214401011
BHARATCHEM,EQ,242.46,243.97,241.07,242.57,242.57,246.3,66206,16057382.55,17-JUN-2024,374,INE25214401011
BHARATCHEM,EQ,249.68,253.09,245.15,248.55,248.55,242.57,376513,93725381.09,18-JUN-2024,2098,INE25214401011
BHARATCHEM,EQ,239.27,240.13,238.14,239.01,239.01,248.55,878528,210050187.95,19-JUN-2024,4887,INE25214401011
BHARATCHEM,EQ,235.69,240.37,231.53,236.2,236.2,239.01,398110,93967230.33,20-JUN-2024,2218,INE25214401011
BHARATCHEM,EQ,235.04,239.78,230.06,234.8,234.8,236.2,600672,141085839.36,21-JUN-2024,3344,INE25214401011
BHARATCHEM,EQ,235.6,236.2,233.86,234.46,234.46,234.8,827511,194332683.24,24-JUN-2024,4604,INE25214401011
BHARATCHEM,EQ,240.97,242.64,237.29,238.95,238.95,234.46,349259,83691769.97,25-JUN-2024,1947,INE25214401011
BHARATCHEM,EQ,244.05,248.41,240.93,245.26,245.26,238.95,152813,37418809.93,26-JUN-2024,855,INE25214401011
BHARATCHEM,EQ,241.27,243.83,238.12,240.67,240.67,245.26,172421,41531621.01,27-JUN-2024,964,INE25214401011
BHARATCHEM,EQ,238.81,241.74,235.59,238.51,238.51,240.67,277373,66184896.11,28-JUN-2024,1547,INE25214401011
BHARATCHEM,EQ,246.92,250.4,244.13,247.6,247.6,238.51,134814,33349837.94,01-JUL-2024,755,INE25214401011
BHARATCHEM,EQ,240.04,242.8,235.93,238.68,238.68,247.6,315968,75559534.29,02-JUL-2024,1762,INE25214401011
BHARATCHEM,EQ,240.81,242.62,237.43,239.23,239.23,238.68,384566,92203544.16,03-JUL-2024,2143,INE25214401011
BHARATCHEM,EQ,256.14,257.39,255.22,256.46,256.46,239.23,356904,91494719.76,04-JUL-2024,1989,INE25214401011
BHARATCHEM,EQ,251.64,253.53,249.17,251.06,251.06,256.46,124526,31287572.59,05-JUL-2024,698,INE25214401011
BHARATCHEM,EQ,249.99,255.04,246.98,252.01,252.01,251.06,546953,137472990.2,08-JUL-2024,3045,INE25214401011
BHARATCHEM,EQ,257.17,259.43,254.56,256.82,256.82,252.01,183589,47170745.7,09-JUL-2024,1026,INE25214401011
BHARATCHEM,EQ,262.82,265.93,260.0,263.1,263.1,256.82,662370,174209933.7,10-JUL-2024,3686,INE25214401011
BHARATCHEM,EQ,263.15,265.87,261.0,263.72,263.72,263.1,228208,60139654.24,11-JUL-2024,1274,INE25214401011
BHARATCHEM,EQ,259.12,263.27,254.19,258.33,258.33,263.72,605901,156683978.93,12-JUL-2024,3373,INE25214401011
BHARATCHEM,EQ,272.85,276.03,269.51,272.68,272.68,258.33,222371,60649466.54,15-JUL-2024,1242,INE25214401011
BHARATCHEM,EQ,279.32,284.08,272.65,277.37,277.37,272.68,1027550,285693151.67,16-JUL-2024,5715,INE25214401011
BHARATCHEM,EQ,268.99,276.81,262.3,270.09,270.09,277.37,307654,82984538.93,17-JUL-2024,1716,INE25214401011
BHARATCHEM,EQ,273.01,275.35,271.05,273.39,273.39,270.09,321328,87807160.37,18-JUL-2024,1792,INE25214401011
BHARATCHEM,EQ,269.73,274.47,265.1,269.84,269.84,273.39,928493,250510506.38,19-JUL-2024,5165,INE25214401011
BHARATCHEM,EQ,257.63,264.44,252.82,259.6,259.6,269.84,564031,146057707.55,22-JUL-2024,3140,INE25214401011
BHARATCHEM,EQ,264.76,269.54,258.69,263.44,263.44,259.6,287217,75793694.13,23-JUL-2024,1602,INE25214401011
BHARATCHEM,EQ,271.31,274.73,267.23,270.65,270.65,263.44,341413,92478539.31,24-JUL-2024,1903,INE25214401011
BHARATCHEM,EQ,280.15,281.68,277.57,279.1,279.1,270.65,243449,68031823.05,25-JUL-2024,1359,INE25214401011
BHARATCHEM,EQ,274.49,279.54,269.38,274.43,274.43,279.1,526176,144409003.2,26-JUL-2024,2930,INE25214401011
BHARATCHEM,EQ,277.34,281.73,271.65,276.02,276.02,274.43,366793,101406038.07,29-JUL-2024,2044,INE25214401011
BHARATCHEM,EQ,270.16,273.43,265.75,269.0,269.0,276.02,250754,67551455.91,30-JUL-2024,1400,INE25214401011
BHARATCHEM,EQ,277.4,278.06,275.23,275.88,275.88,269.0,439834,121565719.26,31-JUL-2024,2450,INE25214401011
BHARATCHEM,EQ,271.51,274.91,269.35,272.74,272.74,275.88,1223238,333128482.0,01-AUG-2024,6802,INE25214401011
BHARATCHEM,EQ,262.25,263.94,259.85,261.53,261.53,272.74,245278,64207239.65,02-AUG-2024,1369,INE25214401011
BHARATCHEM,EQ,265.3,266.6,264.61,265.91,265.91,261.53,527922,140272394.88,05-AUG-2024,2939,INE25214401011
BHARATCHEM,EQ,263.02,265.92,260.88,263.78,263.78,265.91,296498,78135129.61,06-AUG-2024,1654,INE25214401011
BHARATCHEM,EQ,259.69,261.18,256.83,258.3,258.3,263.78,542792,140458285.84,07-AUG-2024,3022,INE25214401011
BHARATCHEM,EQ,261.54,264.78,257.47,260.69,260.69,258.3,183760,47957684.8,08-AUG-2024,1027,INE25214401011
BHARATCHEM,EQ,271.05,272.34,269.78,271.06,271.06,260.69,234694,63616155.64,09-AUG-2024,1310,INE25214401011
BHARATCHEM,EQ,274.87,280.21,269.2,274.53,274.53,271.06,375370,103094119.27,12-AUG-2024,2092,INE25214401011
BHARATCHEM,EQ,286.86,293.85,278.44,285.39,285.39,274.53,504910,144350402.93,13-AUG-2024,2812,INE25214401011
BHARATCHEM,EQ,283.08,284.9,280.97,282.79,282.79,285.39,182272,51562318.51,14-AUG-2024,1019,INE25214401011
BHARATCHEM,EQ,280.23,283.53,277.96,281.25,281.25,282.79,194211,54556459.38,15-AUG-2024,1085,INE25214401011
